id,type,name,description,target,belongs_to,pc,median_tau_score,ts_pc,sum_tau,Kang_Berch_Combined_Signature,Progerin_Signature,Serum_6hr_Signature_probeSet_summed2genes_before_LmFit,Serum_72hr_Signature_probeSet_summed2genes_before_LmFit,Serum_144hr_Signature_probeSet_summed2genes_before_LmFit,Serum_1hr_Signature_probeSet_summed2genes_before_LmFit,Serum_24hr_Signature_probeSet_summed2genes_before_LmFit
BRD-K42635745,CP,suloctidil,"adrenergic receptor antagonist, platelet aggregation inhibitor, vasodilator",,,"0.00, 0.00",15.08,"0.72, 0.09",166.28,50.15,75.13,4.03,-0.14,15.08,18.03,4
BRD-K69032158,CP,diprotin-a,dipeptidyl peptidase inhibitor,DPP4,,"5.71, 5.71",28.43,"1.52, 0.38",166.26,-13.5,68.73,31.56,11.19,1.99,28.43,37.86
BRD-A37052580,CP,physostigmine,"acetylcholinesterase inhibitor, cholinesterase inhibitor","ACHE, BCHE",,"1.79, 1.79",24.13,"0.83, 0.26",165.91,86.25,91.81,18.77,-77.03,24.13,48.08,-26.1
BRD-K11801786,CP,trimidox,"antimetabolite, ribonucleoside reductase inhibitor, ribonucleotide reductase inhibitor",RRM1,,"4.76, 3.17",21.8,"1.60, 0.43",165.79,52.72,76.87,22.78,3.66,21.8,-14.75,2.71
BRD-A07000685,CP,hydrocortisone,"corticosteroid agonist, glucocorticoid receptor agonist, immunosuppressant, interleukin receptor antagonist","ANXA1, NOS2, NR3C1, NR3C2",Glucocorticoid receptor agonist,"4.76, 3.17",48.87,"1.55, 0.57",165.48,48.87,63.04,-70.08,-58.06,17.4,86.88,77.43
BRD-K28907958,CP,CD-437,"RAR agonist, retinoid receptor agonist",RARG,,"2.86, 1.43",44.71,"3.42, 0.89",165.45,91.05,55.9,-67.97,64.57,-1.55,-21.26,44.71
BRD-K49027941,CP,PSB-1115,adenosine receptor antagonist,"ADORA2B, ADORA1, ADORA3",,"0.00, 0.00",20.36,"1.13, 0.34",163.88,1.37,72.92,49.63,9.43,58.01,20.36,-47.84
BRD-K09537769,CP,NU-7026,"DNA dependent protein kinase inhibitor, mTOR inhibitor, PI3K inhibitor",PRKDC,"DNA dependent protein kinase inhibitor, MTOR inhibitor, PI3K inhibitor","4.29, 2.86",21.38,"1.02, 0.35",163.56,21.38,49.1,94.08,0,-11.95,27.76,-16.81
BRD-A75479906,CP,rimantadine,"acetylcholine channel inhibitor, unidentified pharmacological activity",,,"0.00, 0.00",13.05,"1.86, 0.53",163.38,53.68,68.34,3.66,0,19.75,13.05,4.9
BRD-K54142781,CP,cirazoline,alpha receptor agonist,ADRA1A,,"1.43, 1.43",17.37,"1.07, 0.28",163.24,8.84,32.63,43.21,6.62,62.08,-7.51,17.37
BRD-K66296774,CP,fluvastatin,HMGCR inhibitor,"HMGCR, CYP2C8",HMGCR inhibitor,"2.86, 1.43",18.06,"0.69, 0.13",162.79,53.1,74.61,37.87,0.6,18.06,-18.85,-2.6
BRD-A36471396,CP,biperiden,anticholinergic,"CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, CHRNA2",,"1.43, 0.00",6.01,"0.88, 0.26",162.42,79.93,82.27,-19.55,2.4,9.77,1.59,6.01
BRD-A08877921,CP,cephalotaxine,protein synthesis inhibitor,,,"0.00, 0.00",25.25,"1.22, 0.17",162.4,16.96,56.33,25.25,35.04,14,39.71,-24.89
BRD-A46747628,CP,ouabain,"ATPase inhibitor, alpha subunit binder","ATP1A1, ATP1A2, ATP1A3, ATP1A4, ATP1B1, ATP1B2, ATP1B3, ATP1B4, FXYD2",,"1.43, 0.00",29.33,"1.91, 0.52",162.29,85.26,75.43,10.52,73.02,-20.44,-90.83,29.33
BRD-K15108141,CP,gemcitabine,"cell cycle inhibitor, DNA repair enzyme inhibitor, DNA synthesis inhibitor, pyrimidine antagonist, ribonucleoside reductase inhibitor, ribonucleotide reductase inhibitor","RRM1, CMPK1, RRM2, TYMS",Ribonucleotide reductase inhibitor,"4.29, 0.00",18,"1.97, 0.58",161.66,85.75,95.84,-56.59,-0.04,-17.09,18,35.79
BRD-K84595254,CP,strophanthidin,ATPase inhibitor,"ATP1A1, ATP1A2, ATP1A3, ATP1A4, ATP1B1, ATP1B2, ATP1B3, ATP1B4, FXYD2",ATPase inhibitor,"4.29, 1.43",26.13,"1.91, 0.48",161.16,79.15,47.34,-1.66,91.91,7.05,-88.76,26.13
BRD-K46424862,CP,hymecromone,monoamine oxidase inhibitor,MAOA,,"0.00, 0.00",14.68,"0.81, 0.25",160.34,14.68,92.39,5.4,-5.41,30.16,15.67,7.45
BRD-K52313696,CP,tacedinaline,"HDAC inhibitor, cell cycle inhibitor",HDAC1,,"4.76, 3.17",18.91,"0.49, 0.28",160.21,93.66,30.43,-8.05,18.91,17.54,61.33,-53.61
BRD-K62792802,CP,LY-83583,"inhibitor of soluble guanylyl cyclase, leukotriene synthesis inhibitor",GUCY1A2,,"0.00, 0.00",34.53,"2.01, 0.45",159.91,34.99,60.11,63.9,-4.94,29.21,-57.89,34.53
BRD-A94756469,CP,digoxin,"ATPase inhibitor, ROR antagonist","ATP1A1, ABCB1, RORC, SLCO1B3",ATPase inhibitor,"4.29, 1.43",20.24,"2.18, 0.59",159.5,91.16,14.39,-34.45,91.6,20.24,-90.3,66.86
BRD-K60184833,CP,tyrphostin-46,tyrosine kinase inhibitor,EGFR,,"0.00, 0.00",21.54,"0.92, 0.27",159.37,21.54,42.85,53.57,-1.8,1.97,23.33,17.91
BRD-K60487568,CP,SU-4312,"platelet-derived growth factor receptor (PDGFR) inhibitor, tyrosine kinase inhibitor, vascular endothelial growth factor receptor (VEGFR) inhibitor, vascular endothelial growth factor receptor 2 (VEGFR2) inhibitor","KDR, PDGFRB",,"0.00, 0.00",25.59,"0.80, 0.24",158.54,56.84,28.15,-12.19,25.59,22.81,51.01,-13.67
BRD-A13084692,CP,troglitazone,"PPAR receptor agonist, insulin sensitizer, CCK ligand expression inhibitor, EGR1 expression enhancer, glycogen synthase kinase stimulant","PPARG, ACSL4, AKR1B1, CCL2, CYP3A4, ESRRA, ESRRG, INS, SERPINE1, SLC29A1, TRPM3",PPAR receptor agonist,"1.43, 1.43",14.56,"0.83, 0.27",157.99,7.77,22.93,58.97,-9.67,72.56,14.56,-9.13
BRD-U37049823,CP,HG-6-64-01,"RAF inhibitor, Abl kinase inhibitor, ephrin receptor inhibitor, KIT inhibitor, MAP kinase inhibitor, MEK inhibitor, p38 MAPK inhibitor, src inhibitor","ABL1, BRAF, CSF1R, EGFR, FGFR1, FLT3, KIT, MAPK11, PDGFRB, RET","PDGFR/KIT inhibitor, RAF inhibitor","2.86, 0.00",39.02,"1.82, 0.35",157.47,46.91,50.49,39.02,30.92,65.76,-55.14,-20.49
BRD-K59163477,CP,cisapride,"acetylcholine receptor agonist, serotonin receptor agonist","HTR4, KCNH2, CYP2B6, CYP2C8, CYP3A5, CYP3A7, HTR2A, HTR3A",,"1.59, 0.00",4.55,"0.98, 0.18",156.39,4.44,4.55,32.66,28.2,1.83,80.55,4.16
BRD-A67799922,CP,phenoxybenzamine,adrenergic receptor antagonist,"ADRA2B, ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2C, ADRB2, CALM1",,"4.29, 1.43",4.15,"0.77, 0.15",155.74,77.79,-3.6,2.31,16.53,60.23,4.15,-1.67
BRD-K41445866,CP,alfaxalone,"11-beta hydroxysteroid dehydrogenase inhibitor, chloride channel agonist, general pump inhibitor",HSD11B1,,"1.59, 1.59",34.3,"1.35, 0.51",155.55,-17.27,34.3,40.48,45.1,78.8,0,-25.86
BRD-K46384212,CP,o-3M3FBS,phospholipase activator,,,"0.00, 0.00",18.97,"0.64, 0.14",155.49,-11.75,72.98,-5.29,3.26,18.97,56.18,21.14
BRD-K54330070,CP,SB-202190,"p38 MAPK inhibitor, interleukin inhibitor, stress activated protein kinase inhibitor","MAPK14, AKT1, ALOX5, CHEK1, GSK3B, LCK, MAPK1, MAPK11, MAPK12, MAPK8, PRKCA, ROCK1, RPS6KB1, SGK1","Bromodomain Inhibitor, P38 MAPK inhibitor","7.14, 1.43",27.91,"1.02, 0.23",155.41,27.91,15.82,96.48,32.97,52.85,-4.33,-66.29
BRD-K11927976,CP,ER-27319,"mediator release inhibitor, syk inhibitor",SYK,,"11.43, 4.29",-20.85,"3.42, 1.16",155.36,82.46,97.15,98.17,-26.79,-20.85,-31.52,-43.26
BRD-K66896231,CP,BRD-K66896231,acetylcholinesterase inhibitor,ACHE,,"1.79, 0.00",15.9,"1.90, 0.75",155.04,15.9,87.82,49.26,0,-10.32,42.13,-29.75
BRD-A58280226,CP,Y-27632,"ROCK inhibitor, calcium sensitizer, leucine rich repeat kinase inhibitor","ROCK1, ROCK2, LRRK2, PKIA, PKN2, PRKACA, PRKCE",,"4.29, 2.86",48.57,"0.36, 0.13",154.75,2.5,79,-23.39,-55.01,51.3,48.57,51.78
BRD-K51476772,CP,ST-638,tyrosine kinase inhibitor,,,"3.17, 0.00",13.79,"0.95, 0.25",154.58,-7.6,79.56,14.29,48.25,13.79,1.44,4.85
BRD-K11636097,CP,JNJ-7706621,"CDK inhibitor, Aurora kinase inhibitor","CDK1, CDK2, AURKA, AURKB",CDK inhibitor,"10.00, 1.43",20.77,"4.50, 1.56",153.36,91.61,97.54,96.71,20.77,-60.48,-48.77,-44.02
BRD-A30977374,CP,nifedipine,"calcium channel blocker, L-type calcium channel blocker","CACNA1C, CACNA1D, CACNA1S, CACNA2D1, CACNA1F, CACNA1H, CACNB2, CALM1, CYP3A5, GLRA1, GLRA3, GLRB, KCNA1, KCNA5, NR1I2, TRPM3",,"14.29, 12.50",53.1,"1.26, 0.40",153.29,-70.59,-4.65,-97.4,53.1,82.59,90.63,99.61
BRD-K78373679,CP,RO-3306,CDK inhibitor,CDK1,CDK inhibitor,"1.59, 0.00",46.65,"1.35, 0.31",152.68,72.07,46.65,55.43,-66.54,4.51,48.14,-7.58
BRD-K67439147,CP,SIB-1893,glutamate receptor antagonist,"GRM5, GRM4",,"5.71, 2.86",38.37,"1.10, 0.41",152.23,47.68,71.44,29.48,44.83,38.37,-91.33,11.76
BRD-K79877282,CP,PF-543,sphingosine kinase inhibitor,SPHK1,,"3.17, 0.00",2.5,"0.60, 0.36",151.78,2.5,97.27,47.72,-1.2,56.45,1.73,-52.69
BRD-A00758722,CP,noretynodrel,progestogen steroid hormone,PGR,,"0.00, 0.00",8.83,"0.88, 0.28",151.65,52.01,74.41,41.58,1.13,8.83,-24.3,-2.01
BRD-K49481516,CP,galantamine,"acetylcholinesterase inhibitor, acetylcholine receptor agonist, butyrylcholinesterase inhibitors","ACHE, BCHE, CHRNA1, CHRNA10, CHRNA2, CHRNA3, CHRNA4, CHRNA5, CHRNA6, CHRNA7, CHRNA9, CHRNB1, CHRNB2, CHRNB3, CHRNB4, CHRND, CHRNE, CHRNG",,"0.00, 0.00",1.13,"1.66, 0.57",151.25,20.05,87.32,57.92,1.13,-12.56,-1.41,-1.2
BRD-A49447682,CP,desoximetasone,glucocorticoid receptor agonist,"NR3C1, PLA2G1B",,"0.00, 0.00",2.5,"1.03, 0.19",151.14,57.52,86.42,13.68,0,2.5,-8.03,-0.95
BRD-K93918653,CP,quizartinib,"FLT3 inhibitor, colony stimulating factor receptor inhibitor, KIT inhibitor, RET tyrosine kinase inhibitor","FLT3, CSF1R, KIT, RET, PDGFRA, PDGFRB",,"5.71, 1.43",9.5,"0.72, 0.17",150.8,9.5,64.99,63.74,12.75,0.46,-2.01,1.37
BRD-K23369905,CP,oxiconazole,"cell wall synthesis inhibitor, sterol demethylase inhibitor",,,"1.79, 1.79",13.99,"1.25, 0.40",150.13,24.17,78.24,-0.46,13.99,-13.99,53.75,-5.57
BRD-K17953061,CP,staurosporine,"PKC inhibitor, AKT inhibitor, BMX inhibitor, CDK inhibitor, CHK inhibitor, G protein coupled receptor agonist, glycogen synthase kinase inhibitor, leucine rich repeat kinase inhibitor, ribosomal protein inhibitor, sodium/hydrogen exchanger inhibitor","CDK2, GSK3B, CAMK2B, CDK1, CDK5, CHEK1, CHRM1, CHRM2, CHRM4, CSK, DAPK1, GPR35, IKBKB, ITK, LCK, LRRK2, MAP2K4, MAP2K6, MAPKAPK2, PAK2, PDPK1, PHKG2, PIK3CG, PIM1, PKN1, PRKACB, PRKCI, PRKCQ, RPS6KA1, STK3, SYK, TNIK, ZAP70",,"1.59, 0.00",2.75,"4.04, 1.01",149.73,75.8,90.46,76.91,-26.66,2.75,-45.04,-24.49
BRD-K84663978,CP,trequinsin,"phosphodiesterase inhibitor, platelet aggregation inhibitor, potassium channel blocker","PDE4A, PDE4B, PDE4C, PDE4D, PDE5A, PTGIR",,"2.86, 0.00",6.62,"0.55, 0.36",149.5,-16.63,85.06,40.76,34.39,0,6.62,-0.7
BRD-A92439610,CP,triamcinolone,"antiinflammatory agent, corticosteroid agonist, corticosteroid binding globulin binder, corticosteroid hormone receptor agonist, cytochrome P450 inhibitor, glucocorticoid receptor agonist, immunosuppressant, immunosuppressive agent","NR3C1, CYP3A5, CYP3A7, SERPINA6",Glucocorticoid receptor agonist,"1.59, 1.59",25.26,"1.18, 0.77",149.14,25.26,-5.59,-43.53,35.05,21.41,86.55,29.99
BRD-K21971034,CP,OM-137,Aurora kinase inhibitor,,Aurora kinase inhibitor,"7.94, 4.76",6.18,"0.95, 0.15",149.13,-41.22,-8.05,6.18,43.05,52.79,96.38,0
BRD-K60476892,CP,YC-1,"activator of soluble guanylyl cyclase, guanylate cyclase activator, hypoxia inducible factor inhibitor","HIF1A, GUCY1A2, GUCY1A3, GUCY1B3",,"5.71, 4.29",19.66,"0.66, 0.16",148.89,29.22,-12.51,-66.34,19.66,75.74,8.84,94.28
BRD-K22878149,CP,SB-205607,"delta 1 opioid receptor agonist, opioid receptor agonist","OPRD1, OPRK1, OPRM1",,"1.43, 0.00",13.1,"1.65, 0.52",148.67,13.1,94.55,50.35,-1.87,16.97,-24.43,0
BRD-A28856712,CP,tetryzoline,adrenergic receptor agonist,,,"3.17, 3.17",10.51,"1.32, 0.22",148.35,39.2,-32.11,-8.52,-5.75,78.14,66.88,10.51
BRD-K25905511,CP,buddleoflavonoloside,acetylcholinesterase inhibitor,,,"1.43, 1.43",21.98,"1.34, 0.43",148.03,-6.56,25.5,20.29,24.76,21.98,63.19,-1.13
BRD-K88625236,CP,nonoxynol-9,interacts with the lipids in the membranes of the acrosome and the midpiece of the sperm,,,"0.00, 0.00",35.11,"1.23, 0.22",147.55,87.46,54.6,38.22,35.11,-13.63,-54.21,0
BRD-A37432947,CP,ipratropium,acetylcholine receptor antagonist,"CHRM1, CHRM2, CHRM3, CHRM4, CHRM5",,"4.76, 1.59",14.42,"1.15, 0.15",147.47,14.7,14.42,-17.92,-0.35,7.57,78.24,50.81
BRD-A26199074,CP,calmidazolium,"calcium channel blocker, calmodulin antagonist","ATP2B1, PDE1A",,"3.17, 0.00",49.58,"2.27, 0.38",147.37,88.58,49.58,-10.22,56.16,53.4,-78.64,-11.49
BRD-A71765365,CP,mepireserpate,catecholamine depleting sympatholytic,"SLC18A2, SLC18A1",,"1.59, 0.00",4.37,"1.89, 0.67",147.37,0,78.05,-8.32,4.37,-2.92,39.5,36.69
BRD-K53780220,CP,BRD-K53780220,"casein kinase inhibitor, FLT3 inhibitor",,,"15.87, 9.52",9.6,"2.82, 0.91",147.25,96.19,95.24,97.02,9.6,-36.34,-74.95,-39.51
BRD-K51018020,CP,VAMA-37,"DNA dependent protein kinase, DNA dependent protein kinase inhibitor, PI3K inhibitor",PRKDC,DNA dependent protein kinase inhibitor,"3.17, 0.00",-5.24,"1.39, 0.48",146.95,71.8,63.53,78.85,-7.58,-12.53,-5.24,-41.88
BRD-K94832621,CP,Y-134,"estrogen receptor antagonist, selective estrogen receptor modulator (SERM)","ESR1, ESR2",Estrogen receptor antagonist,"2.86, 0.00",15.89,"1.28, 0.23",146.62,43.54,-3.45,93.34,73.5,1.2,15.89,-77.4
BRD-K17674993,CP,diflorasone,"corticosteroid agonist, cytochrome P450 inhibitor, glucocorticoid receptor agonist, immunosuppressant","NR3C1, PLA2G1B",Glucocorticoid receptor agonist,"0.00, 0.00",6.73,"1.47, 0.31",146.58,92.74,73.23,6.73,-22.36,2.75,-34.58,28.07
BRD-A45333398,CP,periplocymarin,apoptosis inducer,,,"0.00, 0.00",34.19,"2.74, 0.73",145.6,90.69,34.19,-64.87,84.71,8.04,-92.3,85.14
BRD-K59570838,CP,homoveratrylamine,dopamine analog,,,"2.86, 2.86",12.56,"1.41, 0.34",145.48,26.24,47.6,-32.36,7.35,-1.9,85.99,12.56
BRD-A39415247,CP,norethisterone,ovulation inhibitor,PGR,Progesterone receptor agonist,"1.43, 1.43",13.79,"0.76, 0.27",144.57,3.34,43.67,24.17,1.06,13.79,-0.92,59.46
BRD-A65440446,CP,cimaterol,adrenergic receptor agonist,,Beta-adrenergic receptor agonist,"4.76, 1.59",19.47,"0.82, 0.26",144.15,-1.84,19.47,-17.52,-11.32,59.96,68.24,27.16
BRD-K95763993,CP,trapidil,"calcium channel antagonist, PDGFR tyrosine kinase receptor inhibitor, platelet aggregation inhibitor, protein kinase activator",PDGFRA,,"0.00, 0.00",23.5,"0.72, 0.22",143.61,44.9,38.25,23.5,-0.35,31.14,3.49,2.68
BRD-K10065684,CP,dantron,stimulant laxative,,,"2.86, 1.43",14.02,"0.89, 0.15",143.6,45.91,70.17,-26.44,14.02,27.95,-1.23,13.22
BRD-K84566043,CP,fenpiverinium,acetylcholine receptor antagonist,,,"1.79, 0.00",13.74,"1.18, 0.35",143.54,32.32,19.72,13.74,2.5,59.81,13.41,2.04
BRD-K68144790,CP,glycodeoxycholic-acid,apoptosis activator,,,"2.86, 1.43",16.29,"1.36, 0.38",143.39,16.29,-21.76,43.1,17.82,92.59,-2.43,-2.22
BRD-K42095107,CP,daidzein,estrogen receptor agonist,"ESRRA, ESRRB, ESRRG, TRPC5",Estrogen receptor agonist,"1.59, 0.00",8.55,"1.38, 0.39",143.15,8.55,89.82,62.84,12.22,0.88,-3.24,-27.92
BRD-K68392338,CP,ZK-93426,"benzodiazepine receptor agonist, benzodiazepine receptor antagonist, GABA benzodiazepine site receptor antagonist","GABRA1, GABRA2, GABRA3, GABRA5",,"1.43, 1.43",23.36,"1.15, 0.33",142.94,28.22,48.83,23.36,0.81,28.77,13.83,-0.88
BRD-A07765530,CP,epinephrine,"carbonic anhydrase activator, hormone, neurotransmitter","ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, ADRB3, PAH, TNF",,"3.17, 3.17",4.62,"1.24, 0.66",142.83,85.81,73.76,-37.07,-11.67,4.62,-0.99,28.37
BRD-K97810537,CP,beclometasone,"glucocorticoid receptor agonist, corticosteroid hormone receptor agonist, immunosuppressant","NR3C1, CYP3A5, GPR97, SERPINA6",Glucocorticoid receptor agonist,"4.29, 1.43",1.97,"1.28, 0.67",142.53,93.48,1.97,-30.55,0.63,5.52,74.33,-2.85
BRD-K08252256,CP,diclofenac,cyclooxygenase inhibitor,"PTGS1, PTGS2, AKR1C3, ALOX5, ASIC1, ASIC3, CYP2C8, KCNQ2, KCNQ3, PLA2G2A, PPARG, SCN4A",,"0.00, 0.00",18.99,"0.78, 0.19",142.52,-3.56,55.34,-3.56,18.99,20.16,56.84,-1.69
BRD-K63675182,CP,triflupromazine,"acetylcholine receptor ligand, dopamine receptor","HTR2B, CHRM1, CHRM2, CHRNA7, DRD1, DRD2",Dopamine receptor antagonist,"1.43, 1.43",-1.05,"1.53, 0.61",142.39,65.22,38.94,73.12,-6.43,-20.46,-1.05,-6.95
BRD-K35133769,CP,BRD-K35133769,lipoxygenase inhibitor,,,"0.00, 0.00",1.97,"1.25, 0.43",142.35,1.9,85.19,27.06,-1.94,40.65,-12.48,1.97
BRD-K33106058,CP,cytarabine,"antimetabolite, DNA polymerase inhibitor, DNA synthesis inhibitor, ribonucleotide reductase inhibitor","POLB, POLA1",Ribonucleotide reductase inhibitor,"5.36, 3.57",3.56,"1.28, 0.45",142.3,83.91,82.36,5,3.56,-17.58,-0.49,-14.46
BRD-K86191271,CP,cytosporone-b,HMR receptor agonist,NR4A1,,"1.43, 0.00",29.18,"0.92, 0.31",142.16,8.59,48.74,-14.94,-3.59,29.18,35.67,38.51
BRD-K87909389,CP,alvocidib,"CDK inhibitor, apoptosis stimulant, BCL inhibitor, cell cycle inhibitor, MCL1 inhibitor, survivin inhibitor, XIAP inhibitor","CDK2, CDK4, CDK1, CDK6, CDK7, CDK9, CDK5, CDK8, EGFR, PYGM, BCL2, BIRC5, CCNT1, MCL1, XIAP",,"10.00, 5.71",21.49,"2.16, 0.70",141.82,58.38,96.53,97.92,21.49,-34.2,-35.16,-63.14
BRD-K15519488,CP,CS-110266,dopamine receptor agonist,SLC6A3,,"0.00, 0.00",61.37,"3.87, 1.32",141.75,61.37,94.76,80.25,73.83,-43.67,-88.97,-35.82
BRD-A23770159,CP,sirolimus,"mTOR inhibitor, CCR expression inhibitor, cell cycle inhibitor, proteasome inhibitor, protein kinase inhibitor, T cell inhibitor","MTOR, FKBP1A, CCR5, FGF2",,"2.86, 2.86",40.66,"1.42, 0.40",141.52,0.42,40.66,77.91,-13.3,52.59,55.57,-72.33
BRD-K98684188,CP,GSK-0660,PPAR receptor inhibitor,PPARD,,"0.00, 0.00",12.21,"1.11, 0.32",141.33,12.21,59.37,-3,18.74,3.28,3.56,47.17
BRD-K27499107,CP,carbacyclin,"IP receptor activator, PPARbeta receptor activator","PPARD, PTGDR, PTGER1, PTGER2, PTGER3, PTGER4, PTGFR, PTGIR, TBXA2R",,"4.29, 0.00",8.25,"0.73, 0.19",140.82,-1.94,42.12,8.25,9.19,77.53,2.85,2.82
BRD-M16762496,CP,PIK-75,"DNA protein kinase inhibitor, P110 inhibitor, Phosphatidylinositol 3-kinase (PI3K) inhibitor, PI3K inhibitor","PIK3CA, PIK3CB, PIK3CD, PIK3CG, PRKDC",PI3K inhibitor,"4.29, 1.43",18.36,"1.86, 0.69",140.77,0,88.05,96.82,25.16,-34.96,18.36,-52.66
BRD-A46186775,CP,hydrocortisone,"corticosteroid agonist, glucocorticoid receptor agonist, immunosuppressant, interleukin receptor antagonist","ANXA1, NOS2, NR3C1, NR3C2",Glucocorticoid receptor agonist,"4.76, 0.00",32.93,"1.44, 0.70",140.69,70.31,-2.84,-59.72,32.93,-6.06,67.11,38.96
BRD-K11373525,CP,ZD-7155,angiotensin receptor antagonist,AGTR1,Angiotensin receptor antagonist,"2.86, 1.43",2.08,"1.28, 0.45",140.45,49.87,94.12,-2.91,-21.95,2.08,-13.34,32.58
BRD-K39944607,CP,ochratoxin-a,phenylalanyl tRNA synthetase inhibitor,SLC22A6,,"5.71, 4.29",23.88,"1.39, 0.57",140.1,88.8,38.89,75.74,-14.49,23.88,23.44,-96.16
BRD-U68942961,CP,JW-7-24-1,LCK Inhibitor,LCK,,"2.86, 2.86",33.31,"2.46, 0.67",140.01,33.31,71.12,-56.6,76.07,-7.81,-47.09,71.01
BRD-K74236984,CP,UNC-0321,"histone lyinse methyltransferase inhibitor, histone lysine methyltransferase inhibitor",EHMT2,,"2.86, 2.86",-1.23,"0.76, 0.18",139.04,-35.41,-19.61,90.58,-1.23,68.55,64.41,-28.25
BRD-A14798026,CP,mestranol,estrogen receptor agonist,ESR1,Estrogen receptor agonist,"0.00, 0.00",18.11,"0.83, 0.28",138.99,7.55,34.84,18.11,15.43,21.79,39.19,2.08
BRD-K43744935,CP,tamoxifen,"estrogen receptor antagonist, selective estrogen receptor modulator (SERM), estrogen receptor agonist, estrogen receptor modulator, PKC inhibitor","ESR1, ESR2, CYP3A5, EBP, GPER1, PRKCA, PRKCB, PRKCD, PRKCE, PRKCG, PRKCI, PRKCQ, PRKCZ",,"0.00, 0.00",10.11,"0.91, 0.18",138.95,-23.97,33.26,78.95,10.11,0.18,54.6,-14.18
BRD-K85030058,CP,benactyzine,acetylcholine receptor antagonist,,,"0.00, 0.00",23.49,"1.19, 0.39",138.86,23.49,91.05,-9.65,-29.76,9.11,30.79,23.83
BRD-K48115423,CP,2-(4-methoxybenzylthio)-6-methylpyrimidin-4-ol,matrix metalloprotease inhibitor,MMP13,,"2.86, 1.43",16.9,"0.84, 0.20",138.57,16.9,39.28,66.65,60.98,6.66,-33.16,-18.74
BRD-K41564320,CP,purvalanol-b,tyrosine kinase inhibitor,"CDK2, CDK4, MAPK1, MAPK3, CDK5, SRPK2",,"1.59, 1.59",22.39,"1.24, 0.31",138.55,64.44,51.18,81.12,22.39,15.35,-14.34,-81.59
BRD-A13122391,CP,triptolide,RNA polymerase inhibitor,"CYP2C19, RELA",,"14.29, 10.00",34.82,"1.92, 0.68",138.47,97,94.86,98.03,34.82,-56.09,-44.01,-86.14
BRD-K81029756,CP,diltiazem,"L-type calcium channel blocker, calcium channel antagonist, calcium channel blocker","CACNA1C, CACNA1S, CACNA2D1, CACNG1, CYP3A5, CYP3A7, HTR3A, KCNA5",,"1.43, 0.00",13.88,"0.90, 0.26",138.09,28.55,71.81,29.26,13.88,12.7,-18.11,0
BRD-K97752965,CP,nicorandil,"ATP channel activator, nitric oxide donor, potassium channel agonist","ABCC9, KCNJ11, KCNJ8",,"3.57, 0.00",3.35,"2.11, 0.73",138.08,3.35,95.34,23,-7.17,30.76,-8.72,1.52
BRD-A65076780,CP,dihydroergocristine,"adrenergic receptor antagonist, prolactin inhibitor, adrenergic receptor partial agonist, dopamine receptor agonist, dopamine receptor partial agonist, dopamine receptor partial antagonist, serotonin receptor antagonist","HTR2A, ADRA1A, ADRB1, DRD1, DRD2, DRD3, DRD4, DRD5, HTR1A, HTR3A, HTR4, HTR5A, HTR6, HTR7",,"0.00, 0.00",11.09,"1.34, 0.35",137.74,11.09,83.7,24.66,0,11.82,5.69,0.78
BRD-K92093830,CP,doxorubicin,"topoisomerase inhibitor, DNA intercalating drug",TOP2A,Topoisomerase inhibitor,"7.14, 5.71",27.93,"1.56, 0.65",137.51,87.74,92.61,97.57,27.93,-55.71,-39.51,-73.12
BRD-K05181463,CP,L-741626,"dopamine receptor, dopamine receptor antagonist","DRD2, DRD3, DRD4, HTR2A, HTR2B",Dopamine receptor antagonist,"2.86, 1.43",15.29,"1.27, 0.42",137.28,10.8,15.29,40.04,32.79,0,44.43,-6.07
BRD-A07875874,CP,cilnidipine,"calcium channel blocker, L-type calcium channel blocker, N-type calcium channel blocker","CACNA1B, CACNA1C",,"1.43, 1.43",23.11,"0.75, 0.28",137.22,23.11,49.03,29.4,-0.88,10.44,28.34,-2.22
BRD-K49328571,CP,dasatinib,"KIT inhibitor, src inhibitor, Bcr-Abl kinase inhibitor, ephrin receptor inhibitor, PDGFR tyrosine kinase receptor inhibitor, yes kinase inhibitor, Abl kinase inhibitor, Bruton's tyrosine kinase (BTK) inhibitor, discoidin domain containing receptor Inhibitor, lymphocyte specific tyrosine kinase inhibitor, tyrosine kinase inhibitor","ABL1, FYN, LCK, SRC, KIT, YES1, BCR, EPHA2, LYN, PDGFRB, ABL2, BTK, DDR1, DDR2, PDGFRA, STAT5B",SRC inhibitor,"1.43, 1.43",1.37,"1.44, 0.53",137.08,1.37,68.97,91.77,-31.64,56.54,-20.89,-29.04
BRD-A83892713,CP,rifampicin,"DNA directed RNA polymerase inhibitor, enzyme inducer","NR1I2, ABCB1, CYP2B6, CYP2C19, CYP2C8, CYP3A4, CYP3A5, SLCO1A2, SLCO1B1, SLCO1B3",,"3.17, 1.59",9.5,"1.26, 0.34",136.96,12.94,77.63,34.52,5.61,-3.24,0,9.5
